lnY2008,lnK2008,lnW2008,lnY2009,lnK2009,lnW2009,lnY2010,lnK2010,lnW2010
19.704754,18.979301,18.617668,19.352861,18.839481,18.62065,19.54891,18.976608,18.75279
23.015799,21.39797,19.917727,22.67399,21.333105,19.834484,23.025995,21.3459,19.930622
15.531461,13.684485,15.088316,15.49043,13.572603,14.9498625,15.223692,14.106384,14.962306
16.520391,16.160423,14.579883,16.590994,16.044024,14.71752,16.222004,15.862665,14.970189
17.662764,12.155599,17.304678,17.444271,11.946375,17.0422,17.404594,11.782253,16.994884
18.621328,19.179663,17.057516,18.100824,19.048048,17.22567,18.312208,18.864244,16.365274
20.29855,19.457897,18.019447,18.668333,19.654974,18.028442,18.03199,19.696068,18.094559
15.856657,14.163529,13.67087,15.719385,14.012952,13.623334,15.83902,13.521004,13.53223
15.796383,14.389305,12.995162,15.729068,13.857442,13.209636,16.14047,13.38401,13.869789
18.964855,19.180706,18.212648,19.048056,19.216166,18.39882,19.746223,19.115313,18.39901
19.572922,18.160313,16.604324,19.593954,18.217365,16.730867,19.49867,18.261726,17.25232
17.419537,16.651348,14.943448,17.123325,16.797981,14.738965,17.220898,16.79,14.794062
15.784625,14.158492,12.304951,16.408207,13.915265,13.548466,16.002003,13.706048,12.577182
16.564882,16.13577,14.348426,16.660114,16.231915,14.83999,17.229183,16.092167,15.354694
18.903204,17.32235,17.321306,17.845879,17.993307,17.079344,17.89153,17.504011,16.979965
14.955186,14.138629,13.486771,14.845832,13.905206,13.577846,15.015638,14.034442,13.7803335
15.206416,14.925477,12.924914,14.480127,15.012543,13.003009,15.001641,14.938345,12.918137
18.293377,17.89741,16.097229,18.705181,18.068893,16.512774,19.102589,18.331476,16.667612
13.29512,14.817702,14.009151,13.714892,14.72939,14.107453,13.941742,14.627799,14.274177
20.3405,17.610352,17.1758,20.407526,17.581621,17.346102,19.560509,18.493338,17.355825
17.226688,16.290718,15.205676,17.28417,16.416441,14.751243,16.282553,16.566662,14.741791
15.83537,16.12515,13.691577,15.862407,15.977366,13.504361,15.477559,15.835362,13.386844
16.017239,15.398796,13.076087,16.017242,15.280869,13.790127,16.005287,15.143345,13.686006
15.1630335,13.9361515,14.205857,15.402618,13.849524,14.291526,12.02289,13.969953,14.303997
17.183779,18.027632,14.781429,16.581911,16.54538,14.873523,17.002842,16.233606,14.949071
12.125192,1.2352402,11.7365675,12.023602,1.2041918,11.659162,12.5710745,1.1630707,11.422155
12.418926,13.149938,10.032289,14.075004,13.049215,10.702442,12.999511,12.933367,10.516272
18.114395,18.34898,16.210733,18.333897,18.309381,16.233065,18.286285,18.300228,16.270863
19.863338,19.95622,17.564003,20.544899,19.84077,17.490675,20.979435,19.86478,16.754725
19.569567,18.23522,17.414127,19.312614,18.094612,17.257185,19.235018,17.98366,17.511503
18.055683,17.303465,15.743608,18.241417,17.19813,15.947903,17.66648,17.086758,16.013914
12.370945,10.2268,12.317032,12.242862,10.025851,12.4168215,12.598195,9.809954,12.357807
11.059563,8.675761,0.0,10.764297,8.602562,0.0,10.047017,10.5113325,0.0
13.384067,10.268916,12.041889,13.346595,10.062351,12.042239,13.323681,9.840559,12.214248
20.457878,15.412886,20.064219,20.316072,15.629784,19.976873,20.219069,15.482159,19.959368
14.46599,15.683006,14.097868,14.892309,15.544814,14.034361,12.341186,15.579105,13.691189
20.619522,20.738249,17.530283,20.2732,20.855494,18.005672,21.327559,20.736456,18.097631
17.961483,19.191519,15.967896,18.126266,19.262093,16.213175,18.311817,19.24247,16.434849
21.306124,17.538603,17.497627,22.002453,17.39959,17.465042,20.313734,17.274706,17.550968
19.726936,19.99221,17.703821,19.799616,20.15695,17.793957,20.051447,20.24462,18.139883
18.585543,18.346273,17.35312,18.35529,18.201862,17.189049,18.60004,18.0643,16.861746
19.645267,19.942776,17.847778,19.775915,20.304165,18.02708,19.969875,20.629438,18.617228
15.594861,12.633859,15.340294,15.870629,12.441616,15.332854,15.753054,12.221824,15.164767
14.195045,13.581345,12.796558,14.950715,13.393817,12.693791,13.444792,13.167385,12.55713
19.593206,19.092869,16.644653,19.88312,18.934923,17.40872,20.172626,18.734877,16.75924
16.903292,15.5206375,14.416851,17.20475,15.772197,14.479751,17.35169,15.569119,14.887133
20.010506,20.244066,16.786835,19.990007,20.234882,16.92433,19.793947,20.274721,16.718428
15.072212,13.801218,14.022825,14.953061,13.606616,14.097819,14.513763,13.397984,14.128512
20.379852,19.979855,18.40244,20.348755,20.077625,18.44886,20.647764,20.147213,18.543049
18.627977,17.446972,16.911655,18.644043,17.561714,16.922241,18.243122,17.519144,17.316257
12.37156,12.950227,10.960767,12.343302,12.756986,11.181967,12.266242,12.550624,11.185035
19.321178,18.817562,17.182808,19.844074,16.62187,17.10851,20.259853,18.705908,17.37855
14.374038,17.423042,16.444035,20.034939,17.45233,16.364279,17.164394,17.515963,16.532274
14.793283,15.747758,14.067919,14.853182,15.199603,14.39228,14.311086,15.1609745,13.964086
17.035316,16.463976,15.674752,15.19071,16.353365,15.128625,15.968848,16.201494,14.747025
15.994515,15.63687,14.863627,15.179145,15.409543,14.196625,14.389823,15.209254,13.049429
18.138077,16.909819,16.061493,17.809717,16.858686,16.230106,17.77226,17.09345,16.318136
19.43982,18.70321,17.146164,22.607864,18.688547,17.171518,19.629404,18.801542,17.221779
17.655146,17.487198,16.104218,18.295813,17.412855,15.915654,18.490437,17.31305,16.106564
12.100966,11.151461,13.054241,12.089134,10.942604,13.414402,12.292173,10.823271,13.855746
18.183855,15.065193,16.070269,18.210442,15.038637,16.139439,17.822891,15.00474,15.925915
13.833704,12.420396,13.3106365,13.826217,12.301675,13.414435,14.098662,12.161734,13.594578
19.04189,17.343668,16.763254,19.461142,17.596464,16.314535,19.468754,17.758936,16.72066
17.355825,14.642662,16.59665,16.869028,14.485035,16.056208,14.999899,14.384108,16.041395
17.561077,15.592963,16.48228,17.464836,15.99813,16.550709,18.12939,16.031624,16.621965
18.829857,17.512316,14.959427,17.03484,17.421991,14.774284,17.401552,17.325191,15.278866
21.144466,18.75476,18.21914,20.890598,18.974655,18.107042,20.798813,19.247934,17.572912
18.437819,15.411419,18.176003,18.42391,15.312077,18.181562,18.401796,15.204545,18.166056
20.458517,20.336895,17.972677,20.412949,20.203043,18.143585,20.523958,19.899729,17.864157
16.634333,14.554052,15.022358,15.454023,13.807112,14.484497,13.624787,16.57651,14.236333
16.68526,14.927889,15.5193205,16.847599,14.950498,15.67907,16.089077,15.045814,15.849844
15.166429,15.083586,13.797078,14.854872,15.14686,13.73994,15.3335495,15.033105,13.831294
15.942164,13.664954,15.363246,15.847416,13.794705,15.470304,15.875962,13.630068,15.516531
17.663332,16.946207,16.418934,16.936306,16.955034,16.480331,17.46836,17.100166,16.605206
14.657679,14.446779,12.66458,15.090801,14.534396,12.475525,16.28286,14.784678,13.085529
12.853167,14.559437,11.960017,13.995396,0.0,12.940336,13.745741,14.341311,12.8823805
13.480267,14.6565485,12.296974,15.625634,14.640053,12.376438,15.153204,14.645311,12.468666
16.878023,15.25261,15.9917555,16.682165,15.41129,15.954066,16.735416,15.525023,15.917156
14.644999,11.845586,13.963689,14.780348,11.755511,14.120982,15.0160055,12.649068,14.229022
19.154385,16.772974,17.234978,19.040972,17.007088,17.156338,19.009232,16.742558,17.603722
17.222103,15.444389,16.845217,17.20727,15.529723,16.823465,17.148243,15.556142,16.499407
15.359268,15.902889,14.891409,16.790672,15.930167,15.240602,16.631737,15.887467,15.207327
16.979616,15.321911,15.471021,15.95223,15.643092,15.562902,14.471679,15.9862,15.467349
18.367895,19.044474,16.334066,18.298767,18.950113,16.361582,18.387293,19.12698,16.813238
15.692309,12.159261,12.928155,15.701761,12.0037,12.848583,15.962253,12.029721,13.206598
18.79929,19.264843,16.945335,17.263802,19.200253,16.889252,18.496105,19.20523,16.841972
17.143707,15.032862,15.355884,16.881514,14.843216,15.283534,16.658098,15.163869,15.395066
16.180965,12.553104,15.161339,15.70325,12.93554,15.420791,16.062798,13.296874,15.148791
16.262638,14.508084,15.26092,16.742996,15.056778,15.338856,17.148895,14.865528,15.29995
16.479334,14.217358,13.085056,15.802543,15.433409,14.145321,16.08812,15.73581,14.154144
19.146172,17.076782,17.499538,18.63947,16.956112,17.391739,16.90236,16.761066,17.461239
16.964092,15.746633,15.058543,17.088587,16.279867,15.600108,16.736227,16.29536,16.041986
12.706885,14.538734,12.145997,12.396469,14.374494,12.05843,12.291475,14.19746,11.449917
16.628895,14.784678,15.344913,16.486553,15.008821,15.304275,16.769608,15.116337,15.3517
21.200466,19.003546,17.006647,21.791712,18.969112,17.169544,21.02399,19.54207,17.290157
14.557299,13.109066,12.9475355,13.438876,13.040851,12.709865,13.323725,13.160295,12.638905
19.590855,19.41771,18.00545,19.711365,19.32944,18.286974,19.697178,19.264585,18.108744
14.456586,14.065309,12.807799,14.18062,15.047476,12.635654,14.540884,15.072063,13.217834
16.746422,17.114561,14.908271,15.45427,17.072199,14.787621,16.496384,16.937815,14.9701605
20.199802,19.704416,17.699059,20.708382,19.700203,17.825813,20.73718,19.793436,17.357359
20.138865,19.63552,17.393393,19.636433,19.479801,17.121555,19.082436,19.308369,17.117773
15.896586,14.627615,14.787823,15.686626,14.677364,14.451925,16.066797,14.447676,14.811559
19.54746,16.864275,16.201351,19.620712,16.843596,16.589106,18.870817,14.661164,16.743076
14.507838,13.77723,13.0289545,12.735453,13.636081,12.502278,12.315686,13.459479,12.528
19.593382,18.149048,17.20618,19.576225,18.117987,17.400103,19.876307,18.57402,17.434265
14.77341,15.2226095,12.718082,15.50361,15.890397,12.030152,15.984874,15.77421,12.772726
16.584854,15.189213,15.59289,15.953808,15.643092,15.562902,16.418465,15.872332,15.480912
17.966738,16.634796,17.215574,18.722626,16.50585,17.239943,18.140074,16.396576,17.174597
14.487408,15.485783,13.21346,14.857838,15.64368,13.897736,15.026188,15.625003,14.481715
18.550432,15.439607,15.772934,18.620337,15.586375,15.780246,19.012787,16.82889,15.818584
15.29293,15.7119255,13.275729,15.516452,15.633237,14.23405,15.777027,15.874017,14.405219
15.801533,12.50032,13.520968,16.135883,12.320219,13.5305,14.621485,12.125668,11.560113
18.134474,17.851843,15.841856,18.180998,17.769587,15.879436,18.663773,17.868994,16.219362
16.852865,14.821057,16.062725,16.119715,14.623501,15.267216,16.032408,15.07102,14.057484
17.157484,16.678495,15.577903,17.354773,16.570171,15.790694,17.723396,16.67392,16.045494
19.206936,19.379452,17.309744,19.272457,19.343958,17.46787,19.25479,19.499434,17.72491
16.89169,15.2750635,15.756201,16.499811,15.145637,15.751124,16.30821,15.005528,15.380012
12.741365,14.287897,11.541224,13.254008,14.149488,12.052476,13.453153,14.007837,12.175168
15.074528,15.429939,14.10211,15.356622,15.438834,14.28864,15.385084,15.425429,14.1977415
14.675929,14.083435,12.111204,15.012431,13.937666,11.9692335,14.349179,13.791334,12.094539
18.573635,19.199127,16.473433,18.4319,19.248724,16.617674,18.803265,20.035454,16.719797
18.217642,18.019354,16.094893,18.171036,17.559895,16.303288,18.41425,17.49738,16.488106
22.12673,22.574547,17.652433,20.793129,22.631296,17.053793,21.251188,22.571918,17.914192
19.318377,17.995613,16.135841,19.289732,17.87169,16.23144,18.800964,17.682373,16.33096
19.034338,21.48945,17.235212,19.98011,21.607056,17.241432,19.912806,21.381124,17.471664
20.41962,21.529846,17.260263,21.22351,21.427773,17.808458,21.24588,21.492027,17.504627
16.002329,14.986673,14.635125,16.567398,16.584743,14.7482395,16.722113,16.401617,14.995098
17.570314,14.67598,15.541431,17.214111,15.0541,14.687374,12.140202,9.564887,0.0
17.793797,17.22331,15.792087,17.747349,17.2448,15.602912,17.679756,17.130997,15.686618
19.058186,18.1591,16.980448,18.87823,18.103113,17.10796,18.70897,18.918451,17.21868
20.008907,19.12592,17.387743,20.402002,19.065725,17.648989,20.60904,18.987658,17.443518
21.163519,22.211647,18.6872,20.972477,22.340405,18.581564,21.327806,22.231073,18.307728
18.45029,20.17877,16.194866,18.88021,20.227524,16.620409,18.949799,20.228052,16.588789
22.005892,22.421358,19.115074,22.099644,22.419075,19.566887,22.176128,22.208132,19.518364
20.301495,19.175623,17.453842,19.924528,19.189365,17.657896,19.758837,19.873055,17.594131
17.93623,16.708567,16.71749,17.60422,17.026081,16.383713,17.728548,17.054699,16.587626
19.719309,18.018623,15.794581,20.606373,17.906397,16.242216,19.724838,17.778513,15.656724
13.844729,13.186669,13.611111,15.121776,12.965827,13.823791,14.446869,13.031639,13.586311
21.375265,19.961805,17.985895,21.263294,19.824728,17.920668,21.252993,19.679497,18.028723
19.942612,17.560057,16.273752,18.078413,18.122,15.668786,18.819002,18.081676,15.68531
20.343416,17.025038,16.21564,19.95713,18.180908,16.062902,19.832256,17.83499,16.205633
19.052614,14.288894,16.370234,19.056084,13.74861,16.331703,18.382835,13.588911,15.760527
13.454294,14.086287,12.525653,13.29787,14.003741,12.607743,13.692074,13.923219,12.875577
22.006643,20.293524,17.695223,22.055435,20.170567,17.526587,19.993578,20.375484,17.843758
22.002254,20.816586,18.172564,22.155731,20.71463,19.852238,22.26527,20.630964,20.302946
20.208637,17.333878,17.09116,20.647924,17.39703,17.219929,19.925003,17.398466,17.072872
21.202103,19.296808,17.144173,19.63639,19.25592,17.838993,21.5909,19.145533,17.29881
20.396856,20.822762,18.439568,20.720255,20.739073,18.423613,20.93311,20.708986,18.529295
20.973425,21.152529,19.33268,21.372482,20.984495,19.377556,21.446373,20.844627,19.453257
19.494902,19.520092,16.878584,18.918215,19.248785,17.009302,18.710983,19.623669,16.907967
17.811003,17.025497,16.376614,17.630365,16.970308,16.481594,17.872576,16.865149,16.520546
21.05951,19.065535,18.480827,21.288107,18.934391,18.43269,21.37805,18.804573,17.346739
19.503288,19.26822,17.972994,19.74863,19.270836,17.990818,19.51344,19.769741,18.11224
18.048532,19.789816,16.601746,19.116232,19.703648,16.588251,19.478594,19.6016,16.560421
21.79856,20.90096,18.645502,18.518936,20.905258,19.364988,19.833195,20.856955,19.363646
16.985636,15.180578,16.249607,16.171804,15.189808,15.65675,16.240702,15.271604,15.571536
19.044317,19.965956,17.5202,21.572508,20.115004,17.52998,21.480461,19.898182,18.040876
19.25058,18.943176,18.07182,19.416574,18.796675,18.1124,19.652666,18.668856,18.195875
15.207358,14.435452,13.517617,15.427459,14.576946,13.462665,15.390573,14.363147,13.536691
16.780062,17.630732,17.153147,16.413345,17.498634,17.401657,16.701168,17.356436,17.358513
21.154715,19.71407,17.311544,20.158354,19.632944,17.351398,21.278412,19.609219,17.514118
13.161633,11.596901,11.749065,13.175007,11.501415,11.764611,13.39791,11.446779,12.1069975
19.665913,17.537683,17.77993,17.921799,17.412153,17.849823,16.844578,17.39275,17.765947
20.73449,20.227152,17.506227,20.900763,20.143719,17.62787,21.210655,20.024818,18.16598
18.552837,21.037128,16.797693,19.822079,20.998297,17.27104,19.47083,21.766293,17.71755
19.949783,21.492971,17.890455,19.864279,19.948639,17.96049,17.038548,20.75298,18.031147
20.668524,18.756468,17.792355,19.801386,18.100008,17.883926,19.624264,17.785593,17.914791
20.247416,20.939379,17.737928,17.56186,20.831753,17.867472,18.289705,20.74666,17.843868
19.369684,15.618934,16.917208,18.958408,15.481004,16.820868,15.3556,15.300834,15.939282
20.164347,21.471478,18.65423,20.248163,21.683134,18.647781,20.340046,21.623707,18.502058
18.651455,15.723887,14.622538,18.71756,15.60452,15.777673,17.77525,13.5783825,14.970239
11.093942,17.674088,16.060732,15.533613,17.39972,16.138083,16.736156,17.17431,16.27099
20.277237,20.575651,18.33124,19.448713,20.979357,18.35703,20.420145,20.484184,18.413435
19.811386,17.641886,17.740004,19.48769,17.523575,17.767584,15.71639,17.553038,17.799103
21.788105,20.281767,17.541975,21.851442,20.383453,17.671856,21.94057,20.21927,17.971006
18.718037,19.556969,16.728765,18.583195,19.440342,16.347626,17.41054,19.497091,16.361122
19.454136,18.581427,17.486479,19.525208,18.574354,17.883802,18.729666,18.471706,17.346241
14.331374,15.86015,15.652861,14.9089,16.586824,15.7113495,15.926116,16.594902,15.926846
18.058971,18.130398,15.628537,18.324482,18.104109,15.706467,18.500439,18.419306,15.789531
20.297125,19.518007,16.14492,20.67773,19.494726,16.37576,20.545479,19.399328,16.22204
20.45498,20.67547,18.728315,20.654593,20.620504,18.771124,20.81505,20.792194,19.129787
21.036102,20.807373,17.427526,19.589565,20.68868,17.67787,20.414688,20.646523,17.46411
20.475931,20.636795,17.775227,17.871286,20.5405,17.65893,19.659994,20.424955,17.765266
19.748144,16.605507,17.716116,19.52869,17.05592,17.962673,17.814444,16.803768,17.988392
20.137766,19.843807,17.674185,19.695614,19.78633,17.741405,20.042343,19.699705,17.648699
20.051811,17.1798,17.79486,19.800644,17.053574,17.893995,17.329166,16.883446,17.574957
20.162321,20.70613,17.842833,19.892584,20.687174,18.028051,19.161411,20.647451,17.75873
21.963245,21.861828,18.262613,18.528183,21.47226,17.978418,20.413467,21.376072,18.23579
15.166374,15.297781,13.700967,16.226755,15.25411,13.821021,15.368745,15.195291,14.031234
19.54788,17.348082,17.773573,19.30354,17.831736,17.551088,18.694534,18.107744,17.601362
17.980724,18.821589,18.767,18.754416,18.767109,18.274534,19.212042,18.682215,18.017065
19.139036,17.60957,17.039497,18.689556,17.55051,17.080933,16.607393,17.476986,16.910435
